count_reference,patern,heuristic,score,count_debts,r_master,r_rel/1.1,r_rel/1.10.0,r_rel/1.10.2,r_rel/1.2,r_rel/1.3,r_rel/1.4,r_rel/1.5,r_rel/1.6.0,r_rel/1.7.0,r_rel/1.8.0,r_rel/1.9.0,d_BUILD_DEBT,d_CODE_DEBT,d_DEFECT_DEBT,d_DESIGN_DEBT,d_DOCUMENTATION_DEBT,d_TEST_DEBT,d_UNKNOWN_DEBT,i_BRAIN_METHOD,i_BUILD_DEBT_I,i_CODE_DEBT_I,i_COMMENT_ANALYSIS,i_COMPLEX_METHOD,i_DEFECT_DEBT_I,i_DESIGN_DEBT,i_DOCUMENTATION_DEBT_I,i_DUPLICATED_CODE,i_FEATURE_ENVY,i_GOD_CLASS,i_TEST_DEBT_I,i_UNKNOWN_DEBT_I
-0.8012511201229534,-0.41399594551469915,-0.38540979100155526,-0.4149852956139628,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.40669140620520633,-0.38540979100155526,-0.4081785386423128,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1
-0.8012511201229534,-0.35921190069350317,-0.38540979100155526,-0.3639346183265879,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.35190736138401035,-0.22512650606148976,-0.34079164462297795,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
-0.8012511201229534,-0.4176482151694455,-0.14498486359145699,-0.4088592143394778,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.35190736138401035,-0.2999253723668536,-0.35277153689308194,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.4176482151694455,-0.22512650606148976,-0.4170273227054578,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.40669140620520633,-0.38540979100155526,-0.4081785386423128,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.41034367585995274,-0.38540979100155526,-0.4115819171281378,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.4176482151694455,-0.14498486359145699,-0.4088592143394778,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.4176482151694455,-0.22512650606148976,-0.4170273227054578,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.41399594551469915,-0.22512650606148976,-0.40681718724798277,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.4176482151694455,-0.22512650606148976,-0.4170273227054578,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.3409505524197712,-0.38540979100155526,-0.34691772589746295,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
-0.8012511201229534,-0.4030391365504599,-0.38540979100155526,-0.4047751601564878,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.8012511201229534,-0.38843005793147434,-0.38540979100155526,-0.39116164621318783,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
-0.8012511201229534,-0.41034367585995274,-0.38540979100155526,-0.4115819171281378,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8012511201229534,-0.38843005793147434,-0.38540979100155526,-0.39116164621318783,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
-0.8012511201229534,-0.3628641703482495,-0.38540979100155526,-0.3673379968124129,-0.7902617038052062,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
